no,rank,mileage_bid,전공자(전공자정원_포함여부),num_courses_applied,graduation_applicant,first_time_enrollment,total_credit_ratio,prev_semester_credit_ratio,grade_year,enrolled,특수교육대상자,course_code,scraped_code,course_name,year,semester,professor,professor_norm,lecture_time,capacity,major_quota,avg_mileage,total_applicants
,,,,,,,,,,,,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
1,0,12,Y(Y),6,N,Y,0.8357,0.9473,4,Y,Y,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
2,1,36,Y(Y),4,N,Y,0.8423,0.6666,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
3,2,36,N(N),6,N,Y,0.8423,0.6666,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
4,3,36,N(N),6,N,Y,0.7821,0.9736,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
5,4,36,N(N),6,N,Y,0.7555,0.7894,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
6,5,32,Y(Y),3,Y,Y,0.9357,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
7,6,30,Y(Y),6,N,Y,0.5,0.9027,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
8,7,30,Y(Y),6,N,Y,0.5,0.9027,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
9,8,30,Y(Y),5,N,Y,0.75,0.9027,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
10,9,29,Y(Y),6,N,Y,0.5,0.9027,3,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
11,10,25,Y(Y),6,N,Y,0.75,0.9027,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
12,11,25,Y(Y),6,N,Y,0.5,0.9027,3,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
13,12,25,Y(Y),6,N,Y,0.5,0.9027,3,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
14,13,25,Y(Y),5,N,Y,0.7923,1,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
15,14,24,Y(Y),4,N,Y,0.5,0.9027,3,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
16,15,22,N(N),6,Y,Y,0.9071,0.7894,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
17,16,21,Y(Y),4,N,Y,0.8423,0.8,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
18,17,21,N(N),6,Y,Y,0.9928,0.9473,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
19,18,20,Y(Y),6,N,Y,0.8538,0.9736,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
20,19,20,Y(N),6,N,Y,0.8492,0.6666,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
21,20,20,Y(Y),4,N,Y,0.75,1,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
22,21,20,Y(Y),4,N,Y,0.75,1,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
23,22,20,Y(Y),4,N,Y,0.75,1,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
24,23,19,Y(Y),6,Y,Y,0.8892,0.9736,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
25,24,19,Y(Y),6,N,Y,0.8714,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
26,25,19,Y(Y),5,N,Y,0.7821,0.9473,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
27,26,18,Y(Y),6,N,Y,0.8846,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
28,27,18,Y(Y),6,N,Y,0.6615,1,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
29,28,18,Y(Y),4,N,Y,0.75,1,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
30,29,18,Y(Y),3,N,Y,0.75,0.9027,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
31,30,17,Y(Y),6,N,Y,0.8153,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
32,31,17,Y(Y),6,N,Y,0.7846,0.8333,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
33,32,16,Y(Y),6,N,Y,0.5038,1,2,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
34,33,15,Y(N),6,N,Y,0.9037,0.7894,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
35,34,15,Y(Y),6,N,Y,0.7642,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
36,35,15,Y(Y),6,N,Y,0.7392,0.9473,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
37,36,15,Y(Y),5,N,Y,0.9076,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
38,37,14,Y(Y),6,N,Y,0.9253,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
39,38,14,Y(Y),6,N,Y,0.7846,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
40,39,14,Y(Y),6,N,Y,0.7357,0.7894,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
41,40,14,Y(Y),6,N,Y,0.5285,0.7894,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
42,41,14,Y(Y),5,N,Y,0.823,0.8333,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
43,42,14,N(N),6,Y,Y,1,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
44,43,13,Y(Y),6,N,Y,0.6384,0.8333,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
45,44,13,Y(Y),6,N,Y,0.6153,0.8333,3,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
46,45,13,Y(Y),5,N,Y,0.75,1,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
47,46,12,Y(Y),6,N,Y,0.7964,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
48,47,12,Y(Y),6,N,Y,0.7538,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
49,48,12,Y(Y),6,N,Y,0.6153,1,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
50,49,12,Y(Y),3,N,Y,0.75,0.9027,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
51,50,12,Y(Y),3,N,Y,0.75,0.9027,4,,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
52,51,11,Y(Y),6,N,Y,0.8357,0.75,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
53,52,11,Y(Y),6,N,Y,0.7928,0.9473,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
54,53,10,Y(Y),6,Y,Y,0.9428,0.3157,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
55,54,10,Y(Y),6,N,Y,0.8464,0.9473,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
56,55,10,Y(Y),6,N,Y,0.8023,0.8333,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
57,56,10,Y(Y),6,N,Y,0.7785,0.6315,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
58,57,10,Y(Y),6,N,Y,0.7714,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
59,58,10,Y(Y),6,N,Y,0.7142,0.9473,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
60,59,10,Y(Y),6,N,Y,0.7,0.7894,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
61,60,10,Y(N),6,N,Y,0.6962,1,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
62,61,10,Y(Y),6,N,Y,0.6,1,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
63,62,10,N(N),6,Y,Y,0.8642,0.7894,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
64,63,9,Y(Y),6,N,Y,0.8192,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
65,64,9,Y(Y),6,N,Y,0.7571,0.7894,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
66,65,9,Y(Y),6,N,Y,0.6769,1,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
67,66,8,Y(Y),6,Y,Y,0.9285,1,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
68,67,8,Y(Y),6,Y,Y,0.8357,0.8421,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
69,68,8,N(N),6,N,Y,0.8464,0.9473,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
70,69,6,Y(Y),6,N,Y,0.9357,0.8947,4,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
71,70,6,Y(Y),6,N,Y,0.7428,1,3,Y,N,CAS4133-01,CAS4133-01,LARGE LANGUAGE MODELS,2025,1,김재형,김재형,"화8,9,목7",60.0,48.0,14.6,85.0
