no,rank,mileage_bid,전공자(전공자정원_포함여부),num_courses_applied,graduation_applicant,first_time_enrollment,total_credit_ratio,prev_semester_credit_ratio,grade_year,enrolled,특수교육대상자,course_code,scraped_code,course_name,year,semester,professor,professor_norm,lecture_time,capacity,major_quota,avg_mileage,total_applicants
,,,,,,,,,,,,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
1,0,12,Y(Y),6,Y,Y,0.9857,1,4,Y,Y,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
2,1,11,Y(Y),6,N,Y,0.7923,0.8333,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
3,2,10,Y(Y),6,Y,N,0.8428,0.7894,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
4,3,2,Y(Y),5,N,Y,0.8153,1,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
5,4,2,Y(Y),3,Y,Y,1,1,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
6,5,1,Y(Y),6,Y,Y,1,1,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
7,6,1,Y(Y),6,Y,Y,0.9,0.8333,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
8,7,1,Y(Y),6,Y,Y,0.8714,0.1578,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
9,8,1,Y(Y),6,N,Y,0.8928,1,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
10,9,1,Y(Y),6,N,Y,0.7615,1,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
11,10,1,Y(Y),6,N,Y,0.7153,0.8333,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
12,11,1,Y(Y),5,Y,Y,0.9076,1,4,Y,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
13,12,1,Y(Y),5,N,Y,0.8576,1,4,,N,CAS4102-01,CAS4102-01,AI CAPSTONE DESIGN,2025,2,강민석,강민석,"수7,금7,8",12.0,12.0,3.46,13.0
